web-scraper-order,web-scraper-start-url,category,category-href,products-link,products-link-href,products-name,products-price,products-image-src,products-rating
1603861964-388,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Bed Sheet Set 1 Bed Sheet 1 Comforter Cover 2 Pillow Cover,https://www.jadroo.com/bed-sheet-set-1-bed-sheet-1-comforter-cover-2-pillow-cover-3200,Bed Sheet Set 1 Bed Sheet 1 Comforter Cover 2 Pillow Cover,2120,https://www.jadroo.com/uploads/media/2020/10/u96hXbSFZe/TB2pqkDgDAKh1JjSZFDXXbKlFXa_!!3190545536-medium.jpg,0
1603860691-140,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,Children's Bicycle,https://www.jadroo.com/children-s-bicycle-6,Children's Bicycle,8730,https://www.jadroo.com/uploads/media/2020/02/5MRlyReYAi/JRRT-NT5-P20.jpg,0
1603862047-394,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Sofa Cover,https://www.jadroo.com/sofa-cover-8,Sofa Cover,1500,https://www.jadroo.com/uploads/media/2020/10/sZfFPdaVdR/A01-medium.jpg,0
1603860938-221,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,KN95 Face Mask Original and Certified,https://www.jadroo.com/kn95-face-mask-original-and-certified,KN95 Face Mask Original and Certified,105,https://www.jadroo.com/uploads/media/2020/05/5OC5JLqcGD/kn95-medium.jpg,1
1603861031-256,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Dettol Soap Cool Bathing Bar Soap 75gm monthly pack,https://www.jadroo.com/dettol-soap-cool-bathing-bar-soap-75gm-monthly-pack,Dettol Soap Cool Bathing Bar Soap 75gm monthly pack,140,https://www.jadroo.com/uploads/media/2020/08/6QUv8Pohwx/1 (7)-medium.jpg,0
1603861765-361,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,JadRoo Pedestal Fan 16'' inch FS40(White),https://www.jadroo.com/jadroo-pedestal-fan-16-inch-fs40white-2,JadRoo Pedestal Fan 16'' inch FS40(White),3360,https://www.jadroo.com/uploads/media/2020/10/YGftzhFeew/Website Template2-01-medium.jpg,0
1603861833-371,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Geometric Pattern Rug Anti Slip Floor Mat,https://www.jadroo.com/geometric-pattern-rug-anti-slip-floor-mat,Geometric Pattern Rug Anti Slip Floor Mat,1130,https://www.jadroo.com/uploads/media/2020/09/P7zFFkiMCp/A01-medium.jpg,0
1603861010-248,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Veet Hair Removal Cream for Normal Skin 50gm,https://www.jadroo.com/veet-hair-removal-cream-for-normal-skin-50gm-2,Veet Hair Removal Cream for Normal Skin 50gm,175,https://www.jadroo.com/uploads/media/2020/08/1EiZJCKqiH/Primary Image (44)-medium.jpg,0
1603860457-50,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Foldable Desktop Phone Stand Holder,https://www.jadroo.com/foldable-desktop-phone-stand-holder-3,Foldable Desktop Phone Stand Holder,850,https://www.jadroo.com/uploads/media/2020/08/5AUQjLkWYh/51o3+WiLGxL._AC_SL1000_-medium.jpg,0
1603861704-355,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,JADROO ELECTRIC GEYSER 15 GALLON 68 LITRE MS SHEET.,https://www.jadroo.com/jadroo-electric-geyser-15-gallon-68-litre-ms-sheet,JADROO ELECTRIC GEYSER 15 GALLON 68 LITRE MS SHEET.,7788,https://www.jadroo.com/uploads/media/2020/10/gYqBIY0Mbb/Website Template2-01-medium.png,0
1603860767-162,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,Amengqi Baby Girls Bi-Cycle,https://www.jadroo.com/amengqi-baby-girls-bi-cycle,Amengqi Baby Girls Bi-Cycle,5860,https://www.jadroo.com/uploads/media/2020/02/R8C60qWWlM/JR-ABGB-BU12-medium.jpg,0
1603860831-184,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Meril White Milk Soap,https://www.jadroo.com/meril-milk-soap-white-100g-made-in-bangladesh,Meril White Milk Soap,30,https://www.jadroo.com/uploads/media/2020/03/6X5TU2N991/JRSQTL-MMS-W.jpg,0
1603860469-55,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,iPhone X Mobile Phone,https://www.jadroo.com/iphone-x-mobile-phone-2,iPhone X Mobile Phone,120500,https://www.jadroo.com/uploads/media/2020/10/asZwlDWx86/20201-medium.png,0
1603861132-283,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Bath Ball Sponge Brush,https://www.jadroo.com/bath-ball-sponge-brush,Bath Ball Sponge Brush,120,https://www.jadroo.com/uploads/media/2020/10/JzArYy3hW9/A01-medium.png,0
1603860617-112,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Doux Chicken Franks Sausage 340 gm,https://www.jadroo.com/doux-chicken-franks-sausage-340-gm,Doux Chicken Franks Sausage 340 gm,180,https://www.jadroo.com/uploads/media/2020/10/KJsfsJlm6s/2018-05-07_125951.395345Doux_Chicken_Franks_Hot__Spicy_400_gm_10_Pcs_Y7edsbv1-medium.jpg,0
1603860728-153,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,Rabosky Magnetic Dart Board for Kids,https://www.jadroo.com/magnet-dart-board-dart-boards-for-children,Rabosky Magnetic Dart Board for Kids,1150,https://www.jadroo.com/uploads/media/2020/02/jhMwKJCBW1/JR-JM184387.jpg,0
1603864068-566,https://www.jadroo.com/,Kids & Mom,https://www.jadroo.com/kids-mom,FARLIN SILICONE NIPPLE +OM 2PCS P-4+,https://www.jadroo.com/farlin-silicone-nipple-om-2pcs-p-4,FARLIN SILICONE NIPPLE +OM 2PCS P-4+,358,https://www.jadroo.com/uploads/media/2020/09/N2BIAfhPvt/FARLIN-Nipple-For-Wide-Neck-1659043-1-57b61-600x600-medium.jpg,0
1603862349-419,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Sofa Cover,https://www.jadroo.com/sofa-cover-35,Sofa Cover,1500,https://www.jadroo.com/uploads/media/2020/10/Mk6IXTB1Bc/21237590473-medium.jpg,0
1603863703-515,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Amanat Shah Lungi (আমানত শাহ লুঙ্গি)-উচ্চবিলাস,https://www.jadroo.com/amanat-shah-lungi-20,Amanat Shah Lungi (আমানত শাহ লুঙ্গি)-উচ্চবিলাস,670,https://www.jadroo.com/uploads/media/2020/09/slVbKJEhEa/Untitled8-medium.jpg,0
1603860734-155,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,Roller Workout Equipment Fitness Wheel Abdominal Workout,https://www.jadroo.com/roller-workout-equipment-fitness-wheel-abdominal-workout,Roller Workout Equipment Fitness Wheel Abdominal Workout,600,https://www.jadroo.com/uploads/media/2020/02/Ca6yYdizWc/JR-THW15-GR.jpg,0
1603860953-227,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Dettol Handwash Skincare Refill 170ml,https://www.jadroo.com/dettol-handwash-skincare-refill-170ml-2,Dettol Handwash Skincare Refill 170ml,60,https://www.jadroo.com/uploads/media/2020/08/YvHdI6uVnp/Primary Image (10)-medium.jpg,0
1603862120-400,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Sofa Cover,https://www.jadroo.com/sofa-cover-14,Sofa Cover,1500,https://www.jadroo.com/uploads/media/2020/10/3c1rFRJKEe/16577103423-medium.jpg,0
1603860985-239,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Sunscreen Ice Sleeve Summer Cool Sleeve,https://www.jadroo.com/sunscreen-ice-sleeve-summer-cool-sleeve-4,Sunscreen Ice Sleeve Summer Cool Sleeve,180,https://www.jadroo.com/uploads/media/2020/08/OGCfovvHcP/A01-medium.jpg,0
1603860967-233,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Closeup Toothpaste Menthol Fresh 45g,https://www.jadroo.com/closeup-toothpaste-menthol-fresh-45g,Closeup Toothpaste Menthol Fresh 45g,40,https://www.jadroo.com/uploads/media/2020/07/RC0KGiPocq/1696586-front-menthol-45g-pack-medium.png,0
1603861890-379,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Wall Mounted Mobile Holder,https://www.jadroo.com/wall-mounted-mobile-holder,Wall Mounted Mobile Holder,199,https://www.jadroo.com/uploads/media/2020/09/PY7yVyKSth/A01-medium.jpg,0
1603860965-232,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Whisper maxi Nights 15s,https://www.jadroo.com/whisper-maxi-nights-15s,Whisper maxi Nights 15s,253,https://www.jadroo.com/uploads/media/2020/07/dIbspyru6I/109814087_209269763796723_1386883354297298939_n-medium.jpg,0
1603861843-373,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Cartoon Printed Anti Slip Floor Mat,https://www.jadroo.com/cartoon-printed-anti-slip-floor-mat,Cartoon Printed Anti Slip Floor Mat,1182,https://www.jadroo.com/uploads/media/2020/09/S9DhIYFyrE/A01-medium.jpg,0
1603860303-8,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Stay Classic Mobile Back Case,https://www.jadroo.com/mobile-cover-2,Stay Classic Mobile Back Case,200,https://www.jadroo.com/uploads/media/2020/02/E1K86433kw/JRAMS-001LS.jpg,0
1603861235-299,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Bigen Hair Color & Conditioner-885 (Light Brown),https://www.jadroo.com/bigen-hair-color-conditioner-885-light-brown,Bigen Hair Color & Conditioner-885 (Light Brown),498,https://www.jadroo.com/uploads/media/2020/10/inJ2mTZDA2/Untitled885-medium.jpg,0
1603860337-18,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Fashion Canvas Notebook Laptop Bag,https://www.jadroo.com/laptop-bag-messenger-bag-carrying-case-handbag-sleeve-briefcase-notebook-bag-2,Fashion Canvas Notebook Laptop Bag,999,https://www.jadroo.com/uploads/media/2020/03/W4gbVQQajC/JRLS-108-BU.png,0
1603862189-405,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Sofa Cover,https://www.jadroo.com/sofa-cover-19,Sofa Cover,1500,https://www.jadroo.com/uploads/media/2020/10/GS0547z6cW/16550536440-medium.jpg,0
1603864029-561,https://www.jadroo.com/,Kids & Mom,https://www.jadroo.com/kids-mom,Huggies Wonder pants Diapers Large 9-14 KG (16 Pants),https://www.jadroo.com/huggies-wonder-pants-diapers-large-9-14-kg-16-pants,Huggies Wonder pants Diapers Large 9-14 KG (16 Pants),550,https://www.jadroo.com/uploads/media/2020/09/3aTmVCvGLU/1561504909337_1-medium.jpg,0
1603863633-507,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Amanat Shah Lungi (আমানত শাহ লুঙ্গি)-প্রাধান্য,https://www.jadroo.com/amanat-shah-lungi-12,Amanat Shah Lungi (আমানত শাহ লুঙ্গি)-প্রাধান্য,610,https://www.jadroo.com/uploads/media/2020/09/of0D56iUvx/Untitled8-medium.jpg,0
1603861754-359,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,CHIGO 1.25 Ton Portable  Air -Conditioner,https://www.jadroo.com/chigo-125-ton-portable-air-conditioner,CHIGO 1.25 Ton Portable  Air -Conditioner,44880,https://www.jadroo.com/uploads/media/2020/10/dQtzXOUf2r/FJ-15W-medium.png,0
1603860706-144,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,Modern Trek Adult Bicycles,https://www.jadroo.com/adult-bicycle-2,Modern Trek Adult Bicycles,11900,https://www.jadroo.com/uploads/media/2020/02/yc07cESgxp/JRYL-FLT-1-B.jpg,0
1603860739-157,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,Aerobic Exercise Fitness Mop Ab Trimmer Twister,https://www.jadroo.com/most-popular-twister-mop-ab-twister-exercise-machi,Aerobic Exercise Fitness Mop Ab Trimmer Twister,990,https://www.jadroo.com/uploads/media/2020/02/dOTtsFlmgw/JR-YYNYP-G.jpg,0
1603862259-413,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Sofa Cover,https://www.jadroo.com/sofa-cover-29,Sofa Cover,1500,https://www.jadroo.com/uploads/media/2020/10/WnHYSuyxCk/21152023225-medium.jpg,0
1603861222-297,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Bigen Hair Color & Conditioner-883 (Dark Brown),https://www.jadroo.com/bigen-hair-color-conditioner-883-dark-brown,Bigen Hair Color & Conditioner-883 (Dark Brown),498,https://www.jadroo.com/uploads/media/2020/10/x0ThRWicbz/Untitled12-medium.jpg,0
1603861686-353,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,JADROO ELECTRIC GEYSER 15 GALLON  68 LITRE STAINLESS STEEL.,https://www.jadroo.com/jadroo-electric-geyser-15-gallon-68-litre-stainless-steel,JADROO ELECTRIC GEYSER 15 GALLON  68 LITRE STAINLESS STEEL.,8988,https://www.jadroo.com/uploads/media/2020/10/OhQe5ibeJf/Website Template-01-medium.png,0
1603860310-9,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Royal Stripes Design Back Case,https://www.jadroo.com/mobile-cover-3,Royal Stripes Design Back Case,200,https://www.jadroo.com/uploads/media/2020/02/l2nyLAcYVC/JRAMS001P-6S.jpg,0
1603860561-89,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Deep Fresh Flower Pocket Wet Wipes (15pcs),https://www.jadroo.com/deep-fresh-flower-pocket-wet-wipes-15pcs,Deep Fresh Flower Pocket Wet Wipes (15pcs),45,https://www.jadroo.com/uploads/media/2020/10/zBwd2YcmUm/0300732_deep-fresh-flower-pocket-wet-wipes-15pcs-x-4-medium.jpeg,0
1603861816-369,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Floral Design Anti Slip Floor Mat,https://www.jadroo.com/floral-design-anti-slip-floor-mat,Floral Design Anti Slip Floor Mat,1336,https://www.jadroo.com/uploads/media/2020/09/S8abyiUjfV/A01-medium.jpg,0
1603861650-348,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,Midea MSM-24HRI 2.0 Ton Inverter Split Type Air Conditioner,https://www.jadroo.com/midea-msm-24hri-20-ton-inverter-split-type-air-conditioner,Midea MSM-24HRI 2.0 Ton Inverter Split Type Air Conditioner,64400,https://www.jadroo.com/uploads/media/2020/10/11zGNnYDHL/MSA-30.1-01-medium.png,0
1603860530-76,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Cubeb (কাবাব চিনি) 250gm,https://www.jadroo.com/cubeb-250gm,Cubeb (কাবাব চিনি) 250gm,700,https://www.jadroo.com/uploads/media/2020/10/ays72Q9uTt/ezgif.com-gif-maker-medium.jpg,0
1603862963-463,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,Clear Plastic Spray Bottles,https://www.jadroo.com/clear-plastic-spray-bottles,Clear Plastic Spray Bottles,75,https://www.jadroo.com/uploads/media/2020/09/KMsNpcjbNf/A01-medium.jpg,0
1603860443-45,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Cable Wire Winder Organizer Holder Clip,https://www.jadroo.com/cable-wire-winder-organizer-holder-clip,Cable Wire Winder Organizer Holder Clip,130,https://www.jadroo.com/uploads/media/2020/08/cyAMMvdtQ4/A01-medium.jpg,0
1603863845-533,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Bigen Man's Beard Color-101 (Natural Black),https://www.jadroo.com/bigen-mans-beard-color-101-natural-black,Bigen Man's Beard Color-101 (Natural Black),480,https://www.jadroo.com/uploads/media/2020/10/ECAnDvkiDf/Bigen-Man-s-Bread-Color-40gm-101-Natural-Black-medium.jpg,0
1603861799-366,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Cartoon Flannel Floor Mat,https://www.jadroo.com/cartoon-flannel-floor-mat,Cartoon Flannel Floor Mat,1100,https://www.jadroo.com/uploads/media/2020/09/PxMXXhX91S/A01-medium.jpg,0
1603860796-173,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,New Model Folding Adult Gear Bi-Cycle,https://www.jadroo.com/new-model-folding-adult-gear-bi-cycle,New Model Folding Adult Gear Bi-Cycle,17370,https://www.jadroo.com/uploads/media/2019/12/sRtJMC9zhT/1-medium.jpg,0
1603863867-536,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Royal Mirage (Body) Night- 150 ml,https://www.jadroo.com/royal-mirage-body-night-150-ml,Royal Mirage (Body) Night- 150 ml,295,https://www.jadroo.com/uploads/media/2020/10/VqHpmEHwwj/_mpimage (1)22-medium.jpg,0
1603861677-352,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,JADROO ELECTRIC GEYSER 10 GALLON  45 LITRE STAINLESS STEEL.,https://www.jadroo.com/jadroo-electric-geyser-10-gallon-45-litre-stainless-steel,JADROO ELECTRIC GEYSER 10 GALLON  45 LITRE STAINLESS STEEL.,7788,https://www.jadroo.com/uploads/media/2020/10/OhQe5ibeJf/Website Template-01-medium.png,0
1603860285-1,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Phone case for iPhone 6,https://www.jadroo.com/phone-case-for-iphone6-6s,Phone case for iPhone 6,263,https://www.jadroo.com/uploads/media/2020/02/O4KlqBGVpr/JRHJ-002-BU.jpg,0
1603860686-138,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,Factory Promotional Bulk Cheap Price Soccer Ball,https://www.jadroo.com/football-size5-pvc-football-beach-ball-soccer-3,Factory Promotional Bulk Cheap Price Soccer Ball,675,https://www.jadroo.com/uploads/media/2020/02/ryXVanqGfa/JRHM-FB-885.jpg,0
1603861041-260,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Dettol Handwash Cool Refill 170ml  Double Pack Discount,https://www.jadroo.com/dettol-handwash-cool-refill-170ml-double-pack-discount,Dettol Handwash Cool Refill 170ml  Double Pack Discount,115,https://www.jadroo.com/uploads/media/2020/08/aOKxqsnZlk/1 (22)-medium.jpg,0
1603861810-368,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Soft Woolen Floor Mat,https://www.jadroo.com/soft-woolen-floor-mat-2,Soft Woolen Floor Mat,1182,https://www.jadroo.com/uploads/media/2020/09/QJSaAv0Sm1/A01-medium.jpg,0
1603863857-534,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Bigen Man's Beard Color -102 (Brown Black),https://www.jadroo.com/bigen-mans-beard-color-102-brown-black,Bigen Man's Beard Color -102 (Brown Black),480,https://www.jadroo.com/uploads/media/2020/10/V9MmUkfkmM/f3a6539d3d7e7e083efd3e3b73040c84-medium.jpg,0
1603860907-211,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Waterproof Breathable Cute Cartoon Band Aid,https://www.jadroo.com/waterproof-breathable-cute-cartoon-band-aid,Waterproof Breathable Cute Cartoon Band Aid,120,https://www.jadroo.com/uploads/media/2020/02/LcbcWo0MVt/C000324-1-medium.jpg,0
1603860593-102,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Purnava ChiniGo Premium Natural Sweetener,https://www.jadroo.com/purnava-chinigo-premium-natural-sweetener,Purnava ChiniGo Premium Natural Sweetener,120,https://www.jadroo.com/uploads/media/2020/10/0WsqJ5Sq57/ChiniGo-Premium1-medium.jpg,0
1603860467-54,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,iPhone 8 PLUS Mobile Phone Red,https://www.jadroo.com/iphone-8-plus-mobile-phone-red,iPhone 8 PLUS Mobile Phone Red,109999,https://www.jadroo.com/uploads/media/2020/08/5z2omXvM5u/IPHONE 8 PLUS RED-medium.jpg,0
1603862279-414,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Sofa Cover,https://www.jadroo.com/sofa-cover-30,Sofa Cover,1500,https://www.jadroo.com/uploads/media/2020/10/UzxRZzs0Do/16211862156-medium.jpg,0
1603861957-387,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Fan Dust Cover,https://www.jadroo.com/fan-dust-cover,Fan Dust Cover,250,https://www.jadroo.com/uploads/media/2020/10/sIeVtGWdmJ/A01-medium.jpg,0
1603862647-438,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,FLORMAR EYES GRAPHIC EYELINER,https://www.jadroo.com/flormar-eyes-graphic-eyeliner,FLORMAR EYES GRAPHIC EYELINER,800,https://www.jadroo.com/uploads/media/2020/09/Zw3T9k507m/flomar grapic eyeliner-medium.jpg,0
1603860852-192,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Tresemme Shampoo Cleanse And Replenish,https://www.jadroo.com/tresemme-shampoo-2-in-1-cleanse-and-replenish-828-ml,Tresemme Shampoo Cleanse And Replenish,716,https://www.jadroo.com/uploads/media/2020/02/0346vsd7rA/JRLA-TRES008.jpg,0
1603861993-390,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Chair Cover,https://www.jadroo.com/chair-cover-3,Chair Cover,780,https://www.jadroo.com/uploads/media/2020/10/0aVz5gYI3m/19132722892-medium.jpg,0
1603860885-204,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Palmolive Naturals Health Radiance Bar Soap,https://www.jadroo.com/palmolive-naturals-health-radiance,Palmolive Naturals Health Radiance Bar Soap,130,https://www.jadroo.com/uploads/media/2020/02/lFJKdvZSHZ/JRLA-PNHRHS.jpg,0
1603862215-408,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Sofa Cover,https://www.jadroo.com/sofa-cover-23,Sofa Cover,1500,https://www.jadroo.com/uploads/media/2020/10/khjwvW7crY/21151978136-medium.jpg,0
1603862715-444,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,FLORMAR EYES PRO STROBING PALETTE,https://www.jadroo.com/flormar-eyes-pro-strobing-palette,FLORMAR EYES PRO STROBING PALETTE,2000,https://www.jadroo.com/uploads/media/2020/09/hgSoM8YIBl/Untitled-medium.png,0
1603861138-284,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,DEEP FRESH Shampoo with Argan Oil - 300ml & 500ml,https://www.jadroo.com/deep-fresh-shampoo-with-argan-oil-300ml-500ml,DEEP FRESH Shampoo with Argan Oil - 300ml & 500ml,450,https://www.jadroo.com/uploads/media/2020/10/MMc3sF3NtJ/rsz_argon-medium.jpg,0
